Office of Occupational Statistics and Employment Projections,,,,,,,,,
As of 8/29/2024,,,,,,,,,
O*NET-SOC and National Employment Matrix (NEM) equivalents with Occupational Outlook Handbook coverage,,,,,,,,,
Sort Order,O*NET-SOC Code,O*NET-SOC Title,NEM Code,National Employment Matrix Occupational Title,OOH Profile Code,OOH Profile Title,OOH Occupation Group,OOH Occupation Group (brief),OOH Profile Website
369,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013,"Fine artists, including painters, sculptors, and illustrators",B348,Craft and fine artists,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/craft-and-fine-artists.htm
370,27-1014.00,Special Effects Artists and Animators,27-1014,Special effects artists and animators,B144,Special effects artists and animators,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/multimedia-artists-and-animators.htm
371,27-1019.00,"Artists and Related Workers, All Other",27-1019,"Artists and related workers, all other",B348,Craft and fine artists,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/craft-and-fine-artists.htm
372,27-1021.00,Commercial and Industrial Designers,27-1021,Commercial and industrial designers,B145,Industrial designers,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/industrial-designers.htm
373,27-1022.00,Fashion Designers,27-1022,Fashion designers,B146,Fashion designers,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/fashion-designers.htm
374,27-1023.00,Floral Designers,27-1023,Floral designers,B147,Floral designers,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/floral-designers.htm
375,27-1024.00,Graphic Designers,27-1024,Graphic designers,B148,Graphic designers,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/graphic-designers.htm
376,27-1025.00,Interior Designers,27-1025,Interior designers,B149,Interior designers,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/interior-designers.htm
377,27-1026.00,Merchandise Displayers and Window Trimmers,27-1026,Merchandise displayers and window trimmers,—,—,—,—,—
378,27-1027.00,Set and Exhibit Designers,27-1027,Set and exhibit designers,B407,Set and exhibit designers,Arts-and-Design,Arts and Design,https://www.bls.gov/OOH/arts-and-design/set-and-exhibit-designers.htm
379,27-1029.00,"Designers, All Other",27-1029,"Designers, all other",—,—,—,—,—
380,27-2011.00,Actors,27-2011,Actors,B151,Actors,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/actors.htm
381,27-2012.00,Producers and Directors,27-2012,Producers and directors,B152,Producers and directors,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/producers-and-directors.htm
382,27-2012.03,Media Programming Directors,27-2012,Producers and directors,B152,Producers and directors,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/producers-and-directors.htm
383,27-2012.04,Talent Directors,27-2012,Producers and directors,B152,Producers and directors,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/producers-and-directors.htm
384,27-2012.05,Media Technical Directors/Managers,27-2012,Producers and directors,B152,Producers and directors,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/producers-and-directors.htm
385,27-2021.00,Athletes and Sports Competitors,27-2021,Athletes and sports competitors,B153,Athletes and sports competitors,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/athletes-and-sports-competitors.htm
386,27-2022.00,Coaches and Scouts,27-2022,Coaches and scouts,B154,Coaches and scouts,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/coaches-and-scouts.htm
387,27-2023.00,"Umpires, Referees, and Other Sports Officials",27-2023,"Umpires, referees, and other sports officials",B155,"Umpires, referees, and other sports officials",Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/umpires-referees-and-other-sports-officials.htm
388,27-2031.00,Dancers,27-2031,Dancers,B156,Dancers and choreographers,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/dancers-and-choreographers.htm
389,27-2032.00,Choreographers,27-2032,Choreographers,B156,Dancers and choreographers,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/dancers-and-choreographers.htm
390,27-2041.00,Music Directors and Composers,27-2041,Music directors and composers,B158,Music directors and composers,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/music-directors-and-composers.htm
391,27-2042.00,Musicians and Singers,27-2042,Musicians and singers,B159,Musicians and singers,Entertainment-and-Sports,Entertainment and Sports,https://www.bls.gov/OOH/entertainment-and-sports/musicians-and-singers.htm
392,27-2091.00,"Disc Jockeys, Except Radio",27-2091,"Disc jockeys, except radio",B160,Announcers and DJs,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/announcers.htm
393,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",27-2099,"Entertainers and performers, sports and related workers, all other",—,—,—,—,—
394,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,27-3011,Broadcast announcers and radio disc jockeys,B160,Announcers and DJs,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/announcers.htm
395,27-3023.00,"News Analysts, Reporters, and Journalists",27-3023,"News analysts, reporters, and journalists",B161,"News analysts, reporters, and journalists",Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm
396,27-3031.00,Public Relations Specialists,27-3031,Public relations specialists,B009,Public relations specialists,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/public-relations-specialists.htm
397,27-3041.00,Editors,27-3041,Editors,B162,Editors,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/editors.htm
398,27-3042.00,Technical Writers,27-3042,Technical writers,B163,Technical writers,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/technical-writers.htm
399,27-3043.00,Writers and Authors,27-3043,Writers and authors,B164,Writers and authors,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/writers-and-authors.htm
400,27-3043.05,"Poets, Lyricists and Creative Writers",27-3043,Writers and authors,B164,Writers and authors,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/writers-and-authors.htm
401,27-3091.00,Interpreters and Translators,27-3091,Interpreters and translators,B165,Interpreters and translators,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/interpreters-and-translators.htm
402,27-3092.00,Court Reporters and Simultaneous Captioners,27-3092,Court reporters and simultaneous captioners,B008,Court reporters and simultaneous captioners,Legal,Legal,https://www.bls.gov/OOH/legal/court-reporters.htm
403,27-3099.00,"Media and Communication Workers, All Other",27-3099,"Media and communication workers, all other",—,—,—,—,—
404,27-4011.00,Audio and Video Technicians,27-4011,Audio and video technicians,B166,"Broadcast, sound, and video technicians",Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/broadcast-and-sound-engineering-technicians.htm
405,27-4012.00,Broadcast Technicians,27-4012,Broadcast technicians,B166,"Broadcast, sound, and video technicians",Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/broadcast-and-sound-engineering-technicians.htm
406,27-4014.00,Sound Engineering Technicians,27-4014,Sound engineering technicians,B166,"Broadcast, sound, and video technicians",Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/broadcast-and-sound-engineering-technicians.htm
407,27-4015.00,Lighting Technicians,27-4015,Lighting technicians,B166,"Broadcast, sound, and video technicians",Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/broadcast-and-sound-engineering-technicians.htm
408,27-4021.00,Photographers,27-4021,Photographers,B167,Photographers,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/photographers.htm
409,27-4031.00,"Camera Operators, Television, Video, and Film",27-4031,"Camera operators, television, video, and film",B168,Film and video editors and camera operators,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/film-and-video-editors-and-camera-operators.htm
410,27-4032.00,Film and Video Editors,27-4032,Film and video editors,B168,Film and video editors and camera operators,Media-and-Communication,Media and Communication,https://www.bls.gov/OOH/media-and-communication/film-and-video-editors-and-camera-operators.htm
411,27-4099.00,"Media and Communication Equipment Workers, All Other",27-4099,"Media and communication equipment workers, all other",—,—,—,—,—
412,29-1011.00,Chiropractors,29-1011,Chiropractors,B169,Chiropractors,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/chiropractors.htm
413,29-1021.00,"Dentists, General",29-1021,"Dentists, general",B170,Dentists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/dentists.htm
414,29-1022.00,Oral and Maxillofacial Surgeons,29-1022,Oral and maxillofacial surgeons,B170,Dentists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/dentists.htm
415,29-1023.00,Orthodontists,29-1023,Orthodontists,B170,Dentists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/dentists.htm
416,29-1024.00,Prosthodontists,29-1024,Prosthodontists,B170,Dentists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/dentists.htm
417,29-1029.00,"Dentists, All Other Specialists",29-1029,"Dentists, all other specialists",B170,Dentists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/dentists.htm
418,29-1031.00,Dietitians and Nutritionists,29-1031,Dietitians and nutritionists,B010,Dietitians and nutritionists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/dietitians-and-nutritionists.htm
419,29-1041.00,Optometrists,29-1041,Optometrists,B171,Optometrists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/optometrists.htm
420,29-1051.00,Pharmacists,29-1051,Pharmacists,B172,Pharmacists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/pharmacists.htm
421,29-1071.00,Physician Assistants,29-1071,Physician assistants,B174,Physician assistants,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/physician-assistants.htm
422,29-1071.01,Anesthesiologist Assistants,29-1071,Physician assistants,B174,Physician assistants,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/physician-assistants.htm
423,29-1081.00,Podiatrists,29-1081,Podiatrists,B175,Podiatrists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/podiatrists.htm
424,29-1122.00,Occupational Therapists,29-1122,Occupational therapists,B177,Occupational therapists,Healthcare,Healthcare,https://www.bls.gov/OOH/healthcare/occupational-therapists.htm
